type,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,url,poll_id,question_id,createddate
polls-plus,Nevada,10/12/16,10/14/16,YouGov,B,996,lv,1.604318,46,40,4,,46.29301,40.58649,4.347413,,http://www.cbsnews.com/news/poll-women-propel-hillary-clinton-into-battleground-lead-over-donald-trump/?ftag=CNM-00-10aab7e&linkId=29990731,46867,73320,10/16/16
polls-plus,Ohio,10/10/16,10/12/16,Marist College,A,724,lv,1.599626,41,42,9,,40.00252,43.7353,6.220516,,http://www.wsj.com/articles/hillary-clinton-leads-by-4-points-in-north-carolina-donald-trump-has-1-point-gain-in-ohio-poll-finds-1476388816?tesla=y,46789,73167,10/13/16
polls-plus,Wisconsin,10/20/16,10/28/16,SurveyMonkey,C-,1338,lv,1.599511,43,42,8,,42.0398,40.99268,5.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47705,74681,10/28/16
polls-plus,Nevada,10/10/16,10/11/16,Public Policy Polling,B+,986,lv,1.595685,47,43,,,44.85946,41.73691,,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NV_101216.pdf,46771,73138,10/12/16
polls-plus,Florida,10/11/16,10/13/16,Gravis Marketing,B-,1799,rv,1.595519,46,42,2,,46.5939,42.76689,1.011273,,http://www.breitbart.com/2016-presidential-race/2016/10/15/exclusive-breitbartgravis-poll-clinton-up-4-points-over-trump-in-florida/,46863,73310,10/16/16
polls-plus,U.S.,10/17/16,10/20/16,American Research Group,C+,1006,lv,1.584273,49,42,,,46.24094,39.8001,,,http://americanresearchgroup.com/pres2016/na16-6.html,47164,73807,10/21/16
polls-plus,Florida,10/26/16,10/27/16,Emerson College,B,500,lv,1.581357,46,45,4,,45.78817,43.10942,3.988186,,http://projects.fivethirtyeight.com/polls/20161029_1.pdf,47756,74739,10/29/16
polls-plus,Utah,10/20/16,10/28/16,SurveyMonkey,C-,1080,lv,1.580103,30,33,7,27,29.03978,31.99192,4.33457,27,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47700,74676,10/28/16
polls-plus,Colorado,10/10/16,10/16/16,Quinnipiac University,A-,685,lv,1.572938,45,37,10,,45.76974,37.54949,8.296062,,https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2388,46941,73423,10/17/16
polls-plus,New Hampshire,10/22/16,10/25/16,Monmouth University,A+,401,lv,1.563347,46,42,7,,44.80724,41.96557,7.284109,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NH_102616/,47528,74322,10/26/16
polls-plus,Oregon,10/10/16,10/12/16,SurveyUSA,A,654,lv,1.549854,48,38,6,,47.26521,38.23397,5.156379,,http://www.surveyusa.com/client/PollReport.aspx?g=088d0066-02dc-4faa-affe-a321d1390f73&utm_source=twitterfeed&utm_medium=twitter,46794,73186,10/13/16
polls-plus,Michigan,10/25/16,10/26/16,Emerson College,B,500,lv,1.548743,50,43,3,,49.79061,41.17686,2.93187,,http://media.wix.com/ugd/3bebb2_16b97664735d4325b018b7b608477434.pdf,47653,74626,10/28/16
polls-plus,Wisconsin,10/6/16,10/9/16,Marquette University,A,878,lv,1.54352,44,37,9,,44.72416,38.63037,6.241497,,https://law.marquette.edu/poll/2016/10/12/press-release-title/,46767,73136,10/12/16
polls-plus,Utah,10/17/16,10/19/16,Emerson College,B,700,lv,1.542842,24,27,5,31,23.89208,26.18777,3.63757,31.69253,http://media.wix.com/ugd/3bebb2_98fe8b3559f64960a573ecad7dc22ec9.pdf,47082,73678,10/19/16
polls-plus,Texas,10/7/16,10/15/16,University of Houston,B,1000,lv,1.53815,38,41,4,,38.14855,43.12088,2.803408,,http://www.uh.edu/class/hobby/texas2016/,47033,73551,10/18/16
polls-plus,Nevada,10/20/16,10/28/16,SurveyMonkey,C-,1104,lv,1.52586,43,44,11,,42.03931,42.97434,8.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47684,74660,10/28/16
polls-plus,Texas,10/10/16,10/12/16,SurveyUSA,A,638,lv,1.517,43,47,3,,42.20489,47.07895,2.156379,,http://www.wfaa.com/news/local/texas-news/new-poll-trump-lead-shrinks-in-texas-within-margin-of-error/335896258,46796,73189,10/14/16
polls-plus,Georgia,10/20/16,10/20/16,Landmark Communications,B,600,lv,1.514984,43,47,5,,42.15812,47.71976,4.815648,,http://big.assets.huffingtonpost.com/LANDMARKGA.pdf,47169,73815,10/21/16
polls-plus,Pennsylvania,10/20/16,10/26/16,Muhlenberg College,A,420,lv,1.503618,45,39,8,,46.20362,40.79414,6.089694,,http://www.muhlenberg.edu/media/contentassets/pdf/about/polling/surveys/pennsylvania/PA-Pres_MidOct_Report.pdf,47708,74688,10/28/16
polls-plus,U.S.,10/12/16,10/17/16,Public Religion Research Institute,,692,lv,1.493098,51,36,,,48.66696,36.81267,,,http://www.prri.org/research/prri-brookings-october-19-2016-presidential-election-horserace-clinton-trump/,47064,73644,10/19/16
polls-plus,Maryland,10/20/16,10/28/16,SurveyMonkey,C-,923,lv,1.491099,62,27,7,,61.03878,25.95475,4.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47676,74652,10/28/16
polls-plus,Kansas,10/11/16,10/15/16,SurveyUSA,A,581,lv,1.491075,36,47,7,,35.09127,47.17134,6.304335,,http://ksn.com/2016/10/18/ksn-news-poll-continues-to-show-strong-support-for-trump-in-kansas/,47063,73643,10/19/16
polls-plus,U.S.,10/23/16,10/26/16,ABC News/Washington Post,A+,1109,lv,1.490637,48,44,4,,46.1578,43.08766,4.318387,,http://www.langerresearch.com/wp-content/uploads/1184a62016ElectionTrackingNo-6.pdf,47635,74553,10/28/16
polls-plus,Arizona,10/21/16,10/24/16,Monmouth University,A+,401,lv,1.488746,45,46,4,,43.79711,46.07767,4.117808,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_AZ_102516/,47340,74077,10/25/16
polls-plus,Colorado,10/12/16,10/13/16,Gravis Marketing,B-,1226,rv,1.484755,44,39,6,,44.55627,39.86482,5.090309,,http://www.breitbart.com/2016-presidential-race/2016/10/15/exclusive-breitbartgravis-poll-clinton-opens-lead-over-trump-44-39-in-colorado-gains-5-points-in-a-week/,46862,73308,10/15/16
polls-plus,Nevada,10/10/16,10/15/16,CNN/Opinion Research Corp.,A-,698,lv,1.483591,46,44,7,,45.3772,43.18023,5.225299,,http://i2.cdn.turner.com/cnn/2016/images/10/17/link.2..pdf,46884,73350,10/17/16
polls-plus,Arizona,10/26/16,10/27/16,Data Orbital,,550,lv,1.479897,40,42,5,,40.57169,42.29895,5.030963,,https://gallery.mailchimp.com/5a280d25318f2afe3f311adb6/files/AZ_Statewide_LivePoll_Demographics_10_27.01.pdf,47707,74683,10/28/16
polls-plus,Wisconsin,10/13/16,10/16/16,St. Norbert College,A-,664,lv,1.474587,47,39,1,,47.01705,40.47834,0.9661462,,http://www.snc.edu/sri/docs/2016/201610_Fall_WI_Survey_President_Release.pdf,47014,73509,10/18/16
polls-plus,Pennsylvania,10/10/16,10/16/16,Quinnipiac University,A-,660,lv,1.464417,47,41,6,,47.72507,41.39706,4.296062,,https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2388,46944,73426,10/17/16
polls-plus,U.S.,10/8/16,10/13/16,George Washington University (Battleground),B,1000,lv,1.459123,47,39,8,,47.74782,40.17518,5.450975,,https://mediarelations.gwu.edu/new-gw-battleground-poll-clinton-begins-pull-away-trump-and-voters-think-she%E2%80%99ll-win,46875,73332,10/17/16
polls-plus,North Carolina,10/17/16,10/18/16,The Times-Picayune/Lucid,,924,lv,1.443137,42,41,8,,42.33497,43.77874,6.099911,,http://luc.id/wp-content/uploads/2016/10/North-Carolina-Battleground-Results.pdf,47252,73946,10/24/16
polls-plus,North Carolina,10/20/16,10/23/16,Monmouth University,A+,402,lv,1.442181,47,46,4,,45.81605,46.15238,3.970433,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NC_102416/,47254,73952,10/24/16
polls-plus,Nevada,10/10/16,10/11/16,Clarity Campaign Labs,B,1010,lv,1.436636,43,43,,,42.40597,43.32132,,,http://endcitizensunited.org/wp-content/uploads/2016/10/ECU-NV-poll3-Oct12.pdf,46779,73151,10/13/16
polls-plus,Florida,10/10/16,10/16/16,Quinnipiac University,A-,660,lv,1.43203,48,44,4,,48.73935,44.44577,2.296062,,https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2388,46942,73424,10/17/16
polls-plus,Georgia,10/17/16,10/18/16,The Times-Picayune/Lucid,,807,lv,1.42495,44,40,8,,44.32788,42.72791,6.099911,,http://luc.id/wp-content/uploads/2016/10/Georgia-Battleground-Results.pdf,47251,73945,10/24/16
polls-plus,Mississippi,10/20/16,10/28/16,SurveyMonkey,C-,819,lv,1.421172,42,49,5,,41.03721,47.89575,2.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47680,74656,10/28/16
polls-plus,Florida,10/17/16,10/18/16,The Times-Picayune/Lucid,,892,lv,1.418714,45,39,6,,45.34621,41.85943,4.099911,,http://luc.id/wp-content/uploads/2016/10/Florida-Battleground-Results.pdf,47250,73944,10/24/16
polls-plus,U.S.,10/18/16,10/23/16,Centre College,,569,lv,1.411298,44.9,40,6,,45.31879,40.99168,5.082862,,http://web.centre.edu/benjamin.knoll/2016FCSStopline.pdf,47255,73954,10/24/16
polls-plus,New Hampshire,10/25/16,10/27/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,1.40532,47,39,8,,47.62431,38.98565,8.239518,,http://www.allianceesapoll.com/new-poll-results.html,47648,74613,10/28/16
polls-plus,Pennsylvania,10/25/16,10/27/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,1.40532,47,40,5,,47.62376,39.97043,5.239518,,http://www.allianceesapoll.com/new-poll-results.html,47651,74616,10/28/16
polls-plus,Washington,10/20/16,10/28/16,SurveyMonkey,C-,793,lv,1.40204,52,34,9,,51.04042,33.01568,6.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47703,74679,10/28/16
polls-plus,Virginia,10/17/16,10/18/16,The Times-Picayune/Lucid,,802,lv,1.395755,43,38,9,,43.34192,40.82862,7.099911,,http://luc.id/wp-content/uploads/2016/10/Virginia-Battleground-Results.pdf,47249,73943,10/24/16
polls-plus,North Carolina,10/14/16,10/17/16,"National Research, Inc.",B+,600,lv,1.388742,44,42,5,,44.63264,43.77808,4.186149,,https://www.nccivitas.org/wp-content/uploads/2016/10/CivitasOctoberPoll_release.pdf,47085,73695,10/19/16
polls-plus,Nevada,10/25/16,10/27/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,1.386707,43,42,8,,43.62387,41.97334,8.239518,,http://www.allianceesapoll.com/new-poll-results.html,47647,74612,10/28/16
polls-plus,North Carolina,10/25/16,10/27/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,1.386707,47,44,5,,47.62368,43.96828,5.239518,,http://www.allianceesapoll.com/new-poll-results.html,47649,74614,10/28/16
polls-plus,Florida,10/25/16,10/27/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,1.386707,42,48,2,,42.62384,47.97259,2.239518,,http://www.allianceesapoll.com/new-poll-results.html,47646,74611,10/28/16
polls-plus,Ohio,10/25/16,10/27/16,Rasmussen Reports/Pulse Opinion Research,C+,525,lv,1.386707,46,42,4,,46.62386,41.97308,4.239518,,http://www.allianceesapoll.com/new-poll-results.html,47650,74615,10/28/16
polls-plus,New Hampshire,10/20/16,10/28/16,SurveyMonkey,C-,825,lv,1.386311,48,36,11,,47.04174,35.06525,8.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47685,74661,10/28/16
polls-plus,Vermont,10/19/16,10/22/16,Braun Research,C+,603,lv,1.383539,50,22,7,,49.78462,23.43566,6.047542,,http://www.wcax.com/story/33487111/wcax-poll-vermonters-strongly-favor-clinton,47338,74372,10/26/16
polls-plus,Massachusetts,10/20/16,10/28/16,SurveyMonkey,C-,780,lv,1.37329,60,29,5,,59.04197,28.07365,2.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47677,74653,10/28/16
polls-plus,Wisconsin,10/27/16,10/28/16,Emerson College,B,400,lv,1.3713,48,42,9,,47.78817,40.10942,8.988186,,http://projects.fivethirtyeight.com/polls/20161029_1.pdf,47758,74741,10/29/16
polls-plus,Missouri,10/17/16,10/19/16,Emerson College,B,600,lv,1.369693,39,47,5,,38.95715,46.322,3.83459,,http://media.wix.com/ugd/3bebb2_98fe8b3559f64960a573ecad7dc22ec9.pdf,47081,73677,10/19/16
polls-plus,Ohio,10/10/16,10/16/16,Quinnipiac University,A-,624,lv,1.369543,45,45,6,,45.74258,45.45681,4.296062,,https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2388,46943,73425,10/17/16
polls-plus,Oklahoma,10/18/16,10/20/16,SoonerPoll.com,B,530,lv,1.36683,29.6,59.6,4.5,,28.7843,59.31997,4.180834,,http://soonerpoll.com/oklahoman-trump-solidifies-lead-in-oklahoma-poll-shows/?utm_content=buffer9d4e9&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,47238,73922,10/23/16
polls-plus,Indiana,10/20/16,10/28/16,SurveyMonkey,C-,740,lv,1.360713,36,50,12,,35.03874,48.95303,9.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47670,74646,10/28/16
polls-plus,New Jersey,10/20/16,10/28/16,SurveyMonkey,C-,734,lv,1.355824,54,34,4,,53.03967,32.98761,1.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47686,74662,10/28/16
polls-plus,Iowa,10/3/16,10/6/16,Selzer & Company,A+,642,lv,1.347708,39,43,6,,40.28706,43.90779,3.855079,,http://www.desmoinesregister.com/story/news/politics/iowa-poll/2016/10/08/iowa-poll-donald-trump-leads-hillary-clinton-by-4-points/91673644/,46562,72830,10/8/16
polls-plus,Indiana,10/22/16,10/24/16,Gravis Marketing,B-,596,rv,1.346887,38,49,5,,38.09417,48.92423,5.085608,,http://www.realclearpolitics.com/docs/2016/Gravis_Indiana_Oct_2016.pdf,47342,74082,10/25/16
polls-plus,North Carolina,9/29/16,10/2/16,Selzer & Company,A+,805,lv,1.33547,44,43,6,,45.505,43.63518,3.589594,,https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/rdISbD8Bk4tA/v0,46385,72518,10/3/16
polls-plus,Missouri,10/20/16,10/28/16,SurveyMonkey,C-,721,lv,1.326809,37,48,10,,36.03889,46.95882,7.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47681,74657,10/28/16
polls-plus,Nebraska CD-2,9/25/16,9/26/16,Emerson College,B,700,lv,1.324071,40,49,,,39.04567,45.55023,,,http://media.wix.com/ugd/3bebb2_c4ce441cb55942e99e386bf56daef127.pdf,46231,72290,9/28/16
polls-plus,Nebraska CD-3,9/25/16,9/26/16,Emerson College,B,700,lv,1.324071,20,65,,,18.68181,61.11971,,,http://media.wix.com/ugd/3bebb2_c4ce441cb55942e99e386bf56daef127.pdf,46232,72291,9/28/16
polls-plus,Nebraska CD-1,9/25/16,9/26/16,Emerson College,B,700,lv,1.324071,29,53,,,27.79542,49.29159,,,http://media.wix.com/ugd/3bebb2_c4ce441cb55942e99e386bf56daef127.pdf,46230,72289,9/28/16
polls-plus,Minnesota,10/20/16,10/28/16,SurveyMonkey,C-,694,lv,1.322065,47,37,9,,46.03989,35.9961,6.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47679,74655,10/28/16
polls-plus,Pennsylvania,10/7/16,10/10/16,The Times-Picayune/Lucid,,1457,lv,1.319748,47,38,7,,47.90209,41.05578,4.423537,,https://luc.id/correction/,47173,73823,10/21/16
polls-plus,Pennsylvania,10/3/16,10/6/16,Marist College,A,709,lv,1.315973,49,37,6,,48.50196,38.60704,2.823982,,http://www.nbcnews.com/politics/2016-election/polls-clinton-ahead-florida-pennsylvania-n662076,46567,72837,10/9/16
polls-plus,Washington,10/6/16,10/13/16,YouGov,B,750,lv,1.302941,53,39,,,51.58218,37.71223,,,http://kcts9.org/programs/vote-2016/new-poll-finds-washington-state-often-divided-region-and-political-parties-many#method,47628,74543,10/27/16
polls-plus,Pennsylvania,10/5/16,10/7/16,YouGov,B,997,lv,1.298625,48,40,4,,48.84478,40.47553,3.871715,,http://www.cbsnews.com/news/poll-gender-gap-in-views-on-trumps-2005-tape/?ftag=CNM-00-10aab7i&linkId=29728068,46570,72853,10/9/16
polls-plus,Utah,10/12/16,10/18/16,Dan Jones & Associates,C+,818,lv,1.290154,25,30,5,29,24.30613,30.71287,3.456763,30.0388,http://utahpolicy.com/index.php/features/today-at-utah-policy/11183-trump-leads-mcmullin-by-one-point-among-likely-utah-voters,47100,73733,10/20/16
polls-plus,Oregon,10/20/16,10/28/16,SurveyMonkey,C-,658,lv,1.289821,50,35,8,,49.04025,34.00928,5.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47693,74669,10/28/16
polls-plus,Michigan,10/25/16,10/25/16,Mitchell Research & Communications,D,1030,lv,1.283567,48,42,4.5,,46.82574,41.50733,4.681631,,http://www.fox2detroit.com/news/local-news/213813298-story,47541,74353,10/26/16
polls-plus,Louisiana,10/19/16,10/21/16,Southern Media & Opinion Research,B-,500,lv,1.274215,35,50,4.8,,35.17077,50.82998,3.608591,,http://www.theadvocate.com/baton_rouge/news/politics/article_38cc60ba-9ba7-11e6-b933-a73c72e3f6bd.html,47531,74329,10/26/16
polls-plus,Ohio,10/5/16,10/7/16,YouGov,B,997,lv,1.263745,46,42,5,,46.88594,42.53339,4.871715,,http://www.cbsnews.com/news/poll-gender-gap-in-views-on-trumps-2005-tape/?ftag=CNM-00-10aab7i&linkId=29728068,46571,72851,10/9/16
polls-plus,Massachusetts,10/13/16,10/16/16,MassINC Polling Group,A-,502,lv,1.258681,54,28,9,,54.15678,30.17653,6.918773,,http://www.wbur.org/politicker/2016/10/18/poll-clinton-trump-massachusetts,47008,73497,10/18/16
polls-plus,U.S.,10/10/16,10/13/16,NBC News/Wall Street Journal,A-,905,lv,1.253376,48,37,7,,47.96999,39.13804,4.596236,,http://www.nbcnews.com/politics/first-read/clinton-holds-11-point-national-lead-over-trump-nbc-wsj-n666986,46868,73321,10/16/16
polls-plus,Indiana,10/7/16,10/10/16,The Times-Picayune/Lucid,,1123,lv,1.246935,37,43,10,,37.90233,46.05626,7.423537,,https://luc.id/correction/,47171,73821,10/21/16
polls-plus,Ohio,10/17/16,10/19/16,Suffolk University,B+,500,lv,1.240121,45,45,2,,44.92304,46.30654,2.28407,,http://www.suffolk.edu/documents/SUPRC/10_20_2016_marginals.pdf,47094,73713,10/20/16
polls-plus,Ohio,10/7/16,10/10/16,The Times-Picayune/Lucid,,1304,lv,1.233556,44,39,7,,44.93227,42.11521,4.423537,,https://luc.id/correction/,47172,73822,10/21/16
polls-plus,Michigan,10/16/16,10/19/16,Marketing Resource Group (MRG),C+,600,lv,1.231239,41,36,7,,43.21248,38.25507,6.522756,,http://www.realclearpolitics.com/docs/2016/MRG_MI_Poll_OCT_16_Pres_Gen_FINAL1.pdf,47184,73861,10/22/16
polls-plus,Wisconsin,10/5/16,10/7/16,YouGov,B,993,lv,1.225517,43,39,4,,43.92844,39.59312,3.871715,,http://www.cbsnews.com/news/poll-gender-gap-in-views-on-trumps-2005-tape/?ftag=CNM-00-10aab7i&linkId=29728068,46569,72848,10/9/16
polls-plus,Florida,10/3/16,10/5/16,Marist College,A,700,lv,1.223146,45,42,5,,44.63637,43.63673,1.761104,,http://www.nbcnews.com/politics/2016-election/polls-clinton-ahead-florida-pennsylvania-n662076,46568,72840,10/9/16
polls-plus,Maine,10/14/16,10/15/16,Maine People's Resource Center,C,890,lv,1.222761,42,36,9,,43.10532,37.67487,7.382136,,http://mprc.me/research/1016_presidential2.pdf,47160,73801,10/21/16
polls-plus,Ohio,10/9/16,10/11/16,Baldwin Wallace University,,1152,lv,1.213161,43.2,34.4,9.5,,45.55986,37.83791,6.940203,,http://www.cleveland.com/open/index.ssf/2016/10/new_ohio_poll_puts_hillary_cli.html#incart_2box,46752,73112,10/12/16
polls-plus,U.S.,10/15/16,10/17/16,Fox News/Anderson Robbins Research/Shaw & Company Research,A,912,lv,1.210177,45,39,5,,46.1671,40.36546,3.58293,,http://www.foxnews.com/politics/2016/10/18/fox-news-poll-clinton-tops-trump-by-6-points.html,47054,73625,10/18/16
polls-plus,Florida,10/21/16,10/23/16,Florida Atlantic University,C+,500,lv,1.210086,46.2,43.3,2.7,,47.14618,42.89695,2.213935,,http://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/index.aspx#.WBC3KpgrJmB,47524,74316,10/26/16
polls-plus,Nevada,10/14/16,10/17/16,Monmouth University,A+,413,lv,1.205701,47,40,7,,46.05686,40.78749,6.344218,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NV_101816/,47032,73546,10/18/16
polls-plus,Connecticut,10/20/16,10/28/16,SurveyMonkey,C-,568,lv,1.200395,51,38,6,,50.04035,37.01323,3.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47662,74638,10/28/16
polls-plus,Tennessee,10/20/16,10/28/16,SurveyMonkey,C-,565,lv,1.197173,38,51,6,,37.03891,49.95932,3.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47698,74674,10/28/16
polls-plus,Wisconsin,10/15/16,10/18/16,Monmouth University,A+,403,lv,1.194019,47,40,6,,46.02258,40.77058,5.432948,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_WI_101916/,47076,73664,10/19/16
polls-plus,U.S.,10/10/16,10/11/16,Insights West,,953,lv,1.18066,42,37,6,,43.79478,39.56422,4.609584,,http://www.insightswest.com/news/clinton-leads-trump-republicans-reject-changing-their-nominee/,46770,73137,10/12/16
polls-plus,Delaware,10/20/16,10/28/16,SurveyMonkey,C-,548,lv,1.178591,52,36,7,,51.03913,34.96769,4.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47664,74640,10/28/16
polls-plus,Oregon,10/4/16,10/14/16,Riley Research Associates,B+,608,lv,1.176891,46,36,5,,46.7134,37.23198,3.540633,,http://www.kgw.com/news/politics/elections/kgworegonian-poll-measure-97-a-virtual-tie-clinton-brown-lead/337615312,47071,73657,10/19/16
polls-plus,South Dakota,10/18/16,10/20/16,"Mason-Dixon Polling & Research, Inc.",B+,400,lv,1.175958,37,44,7,,35.85363,44.91512,6.264107,,http://www.keloland.com/news/politics/campaign/keloland-campaign-2016-poll/,47343,74083,10/25/16
polls-plus,Arkansas,10/21/16,10/21/16,Hendrix College,C+,463,lv,1.163337,32.5,56,3.5,,32.18057,55.44361,3.217561,,https://talkbusiness.net/2016/10/trump-boozman-maintain-big-leads-in-arkansas/,47322,74041,10/25/16
polls-plus,Oklahoma,10/20/16,10/28/16,SurveyMonkey,C-,528,lv,1.156003,30,57,10,,29.03871,55.95184,7.33457,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47692,74668,10/28/16
polls-plus,Ohio,10/5/16,10/6/16,Public Policy Polling,B+,782,lv,1.154792,44,43,5,,44.37611,43.74874,4.200066,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_OH_100616.pdf,46540,72768,10/6/16
